idUslugi;cena;kosztaWlasne;przychod;czasTrwania;satysfakcjaKlienta;idDnia_FK;idPracownika_FK;idSalonu_FK;idKlienta_FK;idMiejscowosci_FK;idTypuUslugi_FK
5419;291,46;10,75;280,71;53;5;1582;877;33;12057;30;30
5420;222,19;7,7;214,49;386;5;2281;304;31;5635;28;26
5421;163,79;39,18;124,61;39;1;1397;36;14;19841;35;24
5422;221,86;27,78;194,08;144;4;3186;39;17;15210;36;8
5423;214,5;19,04;195,46;33;5;285;262;2;6793;47;28
5424;237,17;20,27;216,9;219;2;1591;482;16;13356;17;21
5425;108,78;31,43;77,35;293;5;1947;578;30;15495;4;20
5426;279,86;19,24;260,62;45;5;2842;166;21;3013;13;5
5427;292,09;23,75;268,34;24;4;1549;686;27;17192;23;15
5428;329,85;12,83;317,02;89;2;2158;603;23;16531;26;30
5429;300,07;27;273,07;273;4;2846;664;31;14764;25;22
5430;110,8;28,91;81,89;74;2;3077;263;27;4616;44;9
5431;372,58;35,84;336,74;198;5;1588;614;25;10604;22;29
5432;292,53;8,21;284,32;28;4;3418;622;20;4972;22;14
5433;221,7;35,62;186,08;77;2;1896;653;33;10116;35;26
5434;133,12;34,98;98,14;276;5;2575;421;33;4359;21;24
5435;323,67;27,13;296,54;226;3;1498;584;20;6819;29;34
5436;272,4;33,37;239,03;139;5;1642;248;21;16743;44;2
5437;129,23;18,36;110,87;99;5;3032;559;26;6389;28;10
5438;375,18;19,86;355,32;386;3;2995;661;20;9372;11;28
5439;318,7;22,83;295,87;300;4;2024;617;27;5544;21;32
5440;296,98;31,45;265,53;19;4;3134;417;31;16624;30;11
5441;360,65;19,11;341,54;217;4;1795;934;27;16597;42;36
5442;137,47;39,86;97,61;302;5;1550;591;3;19980;29;22
5443;155,58;36,1;119,48;259;1;382;68;20;17835;47;26
5444;389,92;29,46;360,46;281;3;1503;266;26;12866;35;24
5445;259,41;12,8;246,61;394;4;3185;805;16;19588;28;13
5446;174,77;18,08;156,69;252;5;3371;45;18;17511;14;19
5447;322,92;21,69;301,23;238;5;2175;408;18;3887;34;15
5448;151,97;31,99;119,98;313;5;2949;601;31;3960;8;14
5449;212,81;39,11;173,7;179;5;2990;259;23;6801;5;17
5450;214,24;34,19;180,05;119;5;2239;663;24;18728;41;37
5451;170,58;15,49;155,09;409;4;2982;828;8;12584;36;14
5452;114,86;32,62;82,24;389;4;3195;175;2;17669;27;14
5453;239,24;21,4;217,84;280;5;3269;604;18;460;44;18
5454;258,42;17,53;240,89;285;3;467;230;17;16486;44;38
5455;94,62;12,78;81,84;60;3;1989;680;32;6011;14;33
5456;239,08;22,24;216,84;282;5;2184;13;25;14003;30;16
5457;261,44;15,14;246,3;288;2;3558;697;19;6603;13;15
5458;388,06;24,11;363,95;369;5;1692;478;28;2970;46;32
5459;369,3;10,75;358,55;49;4;555;324;26;8977;18;28
5460;126,62;20,1;106,52;244;5;3453;809;27;12423;20;10
5461;320,41;33,86;286,55;171;5;3121;972;25;14251;24;13
5462;167,61;39,41;128,2;197;4;1600;257;19;16057;26;37
5463;283,14;32,07;251,07;387;4;1634;90;30;10362;16;16
5464;128,11;21,21;106,9;248;5;3437;635;32;11387;16;34
5465;177,43;11,21;166,22;204;5;1839;401;32;9342;6;28
5466;380,47;7,2;373,27;76;4;1079;262;27;4044;3;35
5467;204,71;21,78;182,93;323;3;457;746;16;6332;5;35
5468;305,86;36,88;268,98;66;5;1839;341;27;7914;32;24
5469;327,58;7,32;320,26;163;5;3516;597;15;2969;37;26
5470;201,21;23,25;177,96;121;3;3599;659;21;7448;22;15
5471;364,84;17,42;347,42;207;3;2528;847;25;14613;30;17
5472;361,37;21,79;339,58;373;4;2387;245;24;12343;17;12
5473;241,87;12,34;229,53;183;4;1823;614;26;9188;2;4
5474;375,64;18,12;357,52;374;4;2990;753;21;5812;7;11
5475;148,13;26,33;121,8;273;4;2826;627;9;7584;42;32
5476;194,76;36,77;157,99;186;5;2158;618;26;3337;37;14
5477;342,69;14,65;328,04;122;5;3314;623;15;4803;7;39
5478;258,58;14,15;244,43;342;3;1476;61;10;4904;41;22
5479;156,2;16,96;139,24;238;5;1778;250;29;6042;36;20
5480;194,31;32,86;161,45;345;5;2234;654;23;10249;14;22
5481;383,31;29,51;353,8;32;5;336;530;22;3594;40;22
5482;200,77;24,48;176,29;265;4;1049;980;33;14825;13;34
5483;378,32;33,52;344,8;48;5;2017;507;12;11475;43;25
5484;267,26;29,84;237,42;367;2;2213;86;31;16385;7;30
5485;321,71;33,61;288,1;329;1;2353;609;21;13772;3;12
5486;200,03;20,22;179,81;217;3;1921;607;32;8103;38;24
5487;125,33;10,05;115,28;61;3;1461;250;17;3946;20;6
5488;233,04;27,15;205,89;175;3;1461;949;14;6082;26;18
5489;388,74;23,52;365,22;115;4;2313;989;30;14055;35;10
5490;189,22;33,27;155,95;349;3;1164;212;22;16069;38;38
5491;181,66;14,61;167,05;137;5;2006;631;19;6716;20;8
5492;327,91;11,11;316,8;145;5;1355;470;26;10160;9;20
5493;205,73;11,71;194,02;329;5;2265;614;5;6319;13;1
5494;353,11;27,82;325,29;308;5;3018;639;32;12412;2;13
5495;333,01;16,2;316,81;365;3;1841;664;23;9297;45;4
5496;161,44;7,58;153,86;166;3;2799;252;16;6248;28;11
5497;242,65;38,66;203,99;302;5;1815;637;26;17157;41;20
5498;321,39;12,31;309,08;213;4;1222;475;12;4629;31;19
5499;122,06;26,74;95,32;353;5;2820;663;12;3730;28;15
5500;348,73;7,43;341,3;355;2;2957;397;16;14169;14;26
5501;294,95;26,23;268,72;167;1;3330;757;7;4321;5;16
5502;108,82;7,56;101,26;239;5;273;657;20;11525;22;18
5503;95,82;22,46;73,36;398;4;2417;578;29;12527;35;18
5504;207,52;26,56;180,96;386;3;3321;581;25;8603;36;18
5505;328,78;12,52;316,26;293;5;2293;509;14;8464;41;2
5506;286,36;13,33;273,03;120;3;2799;255;10;5208;31;12
5507;199,14;35,89;163,25;151;4;1977;311;29;4919;23;6
5508;152,21;22,62;129,59;21;4;3164;588;27;4942;39;14
5509;216,29;15,24;201,05;395;1;2480;342;22;13988;8;19
5510;276,42;19,61;256,81;64;5;1551;773;3;6175;31;5
5511;175,4;11,12;164,28;40;5;1527;455;31;8620;39;7
5512;366,91;39,18;327,73;221;1;115;262;30;6861;13;15
5513;290,85;20,09;270,76;335;5;3254;518;28;12893;29;18
5514;359,03;24,18;334,85;96;4;2889;470;16;7246;26;28
5515;142,99;30,7;112,29;172;5;1345;607;20;4136;26;16
5516;276,59;33,46;243,13;80;4;2821;636;22;18751;24;31
5517;255,17;9,07;246,1;55;5;2748;263;27;7112;25;36
5518;302,55;38,3;264,25;333;4;1735;730;27;6562;13;13
5519;236,76;25,89;210,87;123;5;2415;584;22;19680;28;34
5520;328,28;13,38;314,9;408;5;3176;836;29;7874;4;33
5521;340,58;30,37;310,21;217;3;3379;23;30;19030;3;16
5522;161,69;36;125,69;67;5;2306;466;9;6472;22;21
5523;117,2;41,99;75,21;392;5;3215;416;21;6482;34;35
5524;269,17;40,77;228,4;323;4;3048;469;25;457;36;20
5525;254,61;20,01;234,6;95;5;2698;678;12;9361;31;21
5526;169,25;38,35;130,9;312;4;3472;908;25;4608;38;34
5527;101,3;25,2;76,1;87;1;1995;266;29;1856;35;23
5528;251,29;8,74;242,55;51;5;567;153;20;7888;32;15
5529;352,07;38,17;313,9;292;4;1562;651;19;14588;20;1
5530;219,87;12,02;207,85;120;5;2978;240;12;5648;21;13
5531;307,6;31,04;276,56;127;5;1515;640;27;8178;25;28
5532;374,73;33,25;341,48;197;3;3045;623;32;10113;32;28
5533;226,32;8;218,32;288;4;2938;258;27;13509;32;4
5534;241,26;35,89;205,37;352;3;3074;345;22;3865;37;14
5535;277,58;7,02;270,56;362;5;2987;407;20;1617;23;25
5536;386,95;40,99;345,96;242;4;1884;231;31;6785;25;24
5537;237,84;13,03;224,81;284;5;2154;582;13;8820;24;15
5538;158,77;34,33;124,44;33;2;2215;90;16;2925;11;21
5539;211,43;29,26;182,17;75;4;922;604;20;18341;25;22
5540;122,32;12,85;109,47;221;4;1437;917;20;16321;16;25
5541;184,24;29,19;155,05;393;3;2834;372;28;10736;30;38
5542;146,52;39,96;106,56;414;4;3148;487;31;15630;18;19
5543;213,08;11,56;201,52;242;5;3331;595;15;4803;20;18
5544;262,26;40,32;221,94;378;5;327;977;30;17774;1;36
5545;264,28;10,69;253,59;340;3;820;264;22;4064;28;12
5546;192,86;9,71;183,15;295;4;71;612;17;16018;28;9
5547;366,9;11,82;355,08;190;3;1533;795;21;19717;28;21
5548;321,96;22,26;299,7;49;3;2905;551;27;4955;36;18
5549;295,8;26,1;269,7;266;2;3025;639;31;8806;14;39
5550;168,67;7,15;161,52;176;5;3254;655;29;6608;3;39
5551;199,68;23,02;176,66;137;5;705;566;27;16905;44;13
5552;155,66;17,33;138,33;311;3;2471;112;27;10646;29;10
5553;228,43;31,73;196,7;17;2;3414;521;24;7041;30;21
5554;241,62;41,5;200,12;277;3;3062;472;14;7185;27;8
5555;334,63;14,56;320,07;17;4;2240;406;28;8840;40;27
5556;230,52;23,49;207,03;313;1;2429;455;33;12562;40;35
5557;125,43;37,75;87,68;131;4;2768;603;27;11986;42;19
5558;160,16;21,46;138,7;398;5;1960;641;14;3696;19;39
5559;148,4;28,63;119,77;338;2;3216;817;26;18011;20;23
5560;386,49;11,92;374,57;221;5;2157;629;16;5809;21;8
5561;133,56;27,51;106,05;245;3;1543;620;27;18418;32;13
5562;158,12;29,99;128,13;48;2;1688;600;28;8664;33;21
5563;92,25;35,26;56,99;70;4;3412;262;30;12428;29;32
5564;342,13;26,92;315,21;135;4;2950;336;22;14251;27;13
5565;266,51;26,33;240,18;168;5;2057;650;15;15404;12;27
5566;371,03;28,9;342,13;56;5;1738;452;24;13143;13;1
5567;304,5;17,74;286,76;74;5;2089;116;29;6620;12;31
5568;151,15;21,08;130,07;244;4;1573;606;10;4155;13;34
5569;347,04;8,08;338,96;22;3;2869;161;19;12144;45;5
5570;342,09;27,41;314,68;224;4;1517;809;16;3097;7;17
5571;269,83;23,03;246,8;138;2;2060;235;21;19201;25;36
5572;358,26;30,68;327,58;174;3;1007;547;18;13514;8;2
5573;232,56;39,31;193,25;324;5;1669;250;18;16265;37;36
5574;321,82;18;303,82;57;3;3195;663;12;5807;13;3
5575;360,12;24,9;335,22;145;4;2881;842;29;4528;31;14
5576;268,09;31,11;236,98;136;4;1643;665;25;14601;31;19
5577;356,27;15,54;340,73;382;4;2020;245;22;4123;34;20
5578;147,37;14,75;132,62;325;4;1935;816;30;6847;10;17
5579;252,29;19,43;232,86;123;4;491;612;26;3768;35;35
5580;282,16;32,44;249,72;90;5;2667;79;15;15133;23;3
5581;218,32;13,64;204,68;321;2;247;953;16;1282;4;32
5582;350,33;12,42;337,91;326;4;3651;617;5;16658;33;11
5583;97,07;13,03;84,04;273;3;2183;640;19;5405;4;35
5584;94,83;19,33;75,5;138;5;1828;847;8;9083;28;21
5585;250,5;27,65;222,85;26;5;1827;602;21;431;1;24
5586;135,58;16,35;119,23;396;4;2435;260;2;16969;23;33
5587;252,64;24,08;228,56;380;5;2686;935;16;556;37;17
5588;95,34;34,7;60,64;236;4;1389;682;31;16546;27;13
5589;375,31;21,66;353,65;106;5;2973;328;25;1198;44;11
5590;198,57;21,44;177,13;30;3;666;265;4;11989;22;23
5591;151,05;26,89;124,16;261;5;3535;336;7;7031;48;38
5592;129,57;17,03;112,54;161;5;2719;235;11;9013;7;38
5593;389,93;28,45;361,48;263;4;3127;647;15;8319;30;15
5594;208,76;36,63;172,13;248;3;934;627;7;19204;1;4
5595;278,33;27;251,33;128;5;2191;126;14;7449;30;14
5596;216,31;39,13;177,18;114;5;1070;568;32;15567;37;4
5597;304,62;15,63;288,99;198;5;3189;352;1;10219;42;36
5598;377,51;36,77;340,74;307;3;2804;309;27;8407;5;27
5599;172,52;12,41;160,11;390;5;2398;975;17;6273;27;16
5600;261,2;32,84;228,36;221;4;3006;618;31;1719;27;17
5601;240,25;7,27;232,98;91;5;1172;260;32;17295;47;18
5602;259,21;24,58;234,63;16;5;2702;85;25;15773;20;11
5603;250,72;8,13;242,59;308;5;3527;646;26;16303;35;14
5604;252,98;35,53;217,45;212;4;1298;948;30;6400;29;26
5605;214,24;31,03;183,21;219;4;3533;613;20;9742;36;13
5606;318,44;16,51;301,93;176;5;3242;411;22;10333;33;34
5607;134,21;22,99;111,22;322;1;2919;785;29;985;3;23
5608;320,7;12,65;308,05;253;3;1428;624;33;11506;32;7
5609;96,87;23;73,87;336;4;1728;402;11;7086;13;11
5610;307,57;7,82;299,75;121;5;2553;659;31;14434;36;17
5611;178,36;40,67;137,69;364;4;2157;262;29;17665;33;5
5612;303,79;9,88;293,91;253;4;2316;204;33;5832;29;18
5613;251,09;11,41;239,68;214;4;1192;313;28;10823;3;7
5614;244,33;29,87;214,46;86;4;2109;626;13;11477;34;12
5615;303,64;28,41;275,23;330;5;140;639;6;4870;13;5
5616;92,89;37,1;55,79;229;2;1584;348;3;16580;18;26
5617;121,26;9,76;111,5;103;5;2189;648;30;6341;31;21
5618;346,57;33,63;312,94;406;5;1079;996;30;7727;22;24
5619;217,71;21,53;196,18;351;5;1364;606;31;12845;15;38
5620;371,67;27,04;344,63;222;4;2305;604;28;7559;36;15
5621;231,7;31,99;199,71;350;2;1435;250;23;11112;28;17
5622;270,94;28,02;242,92;300;4;1440;604;27;2543;43;14
5623;292,2;20,75;271,45;280;5;622;219;32;5683;26;27
5624;366,73;40,94;325,79;151;3;1804;656;18;9242;29;3
5625;368,52;37,72;330,8;175;4;621;476;23;13052;17;34
5626;270,78;22,47;248,31;370;5;3582;930;2;17458;9;11
5627;371,4;41,81;329,59;57;5;2138;856;23;3347;20;26
5628;375,61;18,74;356,87;269;5;669;599;31;16015;7;32
5629;158,75;25,94;132,81;285;5;2977;584;8;6640;43;26
5630;232,44;33,49;198,95;185;4;2168;618;26;14487;17;37
5631;192,69;8,52;184,17;140;5;3173;934;19;12718;28;28
5632;158,64;25,4;133,24;347;1;1617;252;11;16264;12;16
5633;129,05;14,24;114,81;280;5;2996;140;25;14795;2;39
5634;356,52;40,84;315,68;236;4;1241;355;21;13371;47;17
5635;335,48;27,49;307,99;185;5;2628;601;32;3407;17;12
5636;126,78;27,66;99,12;291;1;1855;504;22;17026;22;17
5637;230,7;11,11;219,59;328;4;3308;549;24;13733;16;36
5638;343,5;15,98;327,52;145;5;2050;650;33;1567;12;15
5639;222,12;29,41;192,71;287;3;209;558;28;3787;34;11
5640;162,37;14,3;148,07;110;5;3089;610;29;2743;32;22
5641;289,6;8,12;281,48;291;3;2190;508;22;18814;40;20
5642;97,6;7,57;90,03;331;5;1843;660;24;12983;48;19
5643;159,93;24,21;135,72;286;4;976;247;15;15101;38;35
5644;323,39;29,76;293,63;359;5;1792;251;7;17399;1;18
5645;240,03;16,48;223,55;200;5;1545;244;20;6102;33;17
5646;120,78;8,64;112,14;337;5;2233;584;20;7212;12;25
5647;138,22;18,27;119,95;157;5;2510;386;16;16325;19;36
5648;341,95;17,29;324,66;394;5;2452;57;28;11404;45;35
5649;304,27;21,5;282,77;122;4;2393;592;22;7738;48;19
5650;165,64;20,14;145,5;320;4;827;999;22;6624;33;18
5651;109,97;21,29;88,68;159;5;716;659;25;15897;7;18
5652;351,74;21,71;330,03;86;5;3259;557;24;7599;42;25
5653;364,65;38,77;325,88;241;5;1953;360;29;10119;23;25
5654;276,16;15,12;261,04;94;3;79;918;32;5279;38;23
5655;222,8;24,5;198,3;201;5;3558;338;32;3355;30;34
5656;326,53;33,29;293,24;272;5;3125;758;14;9891;13;16
5657;145,18;36,5;108,68;406;5;1303;668;15;17386;24;2
5658;243,47;13,13;230,34;168;1;2379;856;13;4317;1;26
5659;153,05;27,83;125,22;224;2;3346;639;22;2924;32;12
5660;375,62;31,84;343,78;311;3;2815;604;29;3024;35;17
5661;99,3;38,64;60,66;79;4;981;744;12;7095;37;12
5662;265,53;35,31;230,22;206;5;2151;23;31;15240;12;30
5663;340,88;13,68;327,2;287;5;2370;550;28;16013;1;16
5664;157,94;21,55;136,39;371;5;3159;951;8;10300;39;29
5665;332,86;27,54;305,32;143;3;3179;236;18;15213;30;12
5666;142,51;17,59;124,92;136;5;879;370;15;378;14;17
5667;202,76;10,94;191,82;281;5;1611;980;33;10185;38;37
5668;287,21;36,31;250,9;216;5;2999;390;33;6388;27;39
5669;345,78;11,44;334,34;165;5;1679;642;30;6469;22;17
5670;254,98;35,07;219,91;94;5;1881;399;29;7419;12;17
5671;146,38;10,76;135,62;337;5;146;765;28;13352;9;14
5672;331,43;14,78;316,65;59;5;1498;354;24;5046;21;35
5673;363,1;7,24;355,86;149;1;1404;250;1;3844;42;32
5674;297,67;24,3;273,37;360;5;1919;668;10;6037;46;11
5675;142,76;10,84;131,92;50;5;1948;586;20;11594;34;4
5676;379,19;23,18;356,01;275;4;3023;98;31;11609;37;21
5677;346,8;35,16;311,64;141;4;418;660;26;4797;40;39
5678;261,28;28,38;232,9;117;4;1990;616;28;16152;42;30
5679;353,36;21,33;332,03;44;3;2607;509;20;12588;18;13
5680;222,3;18,21;204,09;206;2;1922;660;18;10090;9;13
5681;140,15;26,29;113,86;268;5;2697;984;1;18673;36;24
5682;374,88;27,51;347,37;78;5;1505;592;29;2981;28;14
5683;280,42;36,8;243,62;240;4;804;621;15;12251;29;16
5684;266,48;39,47;227,01;81;5;2341;474;31;17182;40;27
5685;133,67;13,24;120,43;294;5;2419;668;31;18901;18;20
5686;177,46;14,85;162,61;198;4;2836;263;29;5565;42;27
5687;131,64;8,78;122,86;387;4;3238;553;8;15569;2;1
5688;135,83;17,32;118,51;234;4;3303;682;22;5718;12;21
5689;146,29;30,17;116,12;247;4;2926;401;17;16487;19;28
5690;316,12;8,72;307,4;25;2;1619;593;23;5199;39;23
5691;270,16;10,27;259,89;24;5;2614;736;31;6775;4;19
5692;332,8;16,29;316,51;26;2;1782;231;19;6726;17;16
5693;179,84;38,35;141,49;166;3;1588;475;20;17869;5;27
5694;294,05;35,49;258,56;244;4;1501;929;13;9964;46;38
5695;342,69;17,34;325,35;89;5;2961;685;3;6589;34;8
5696;139,23;40,02;99,21;156;4;2978;320;32;126;32;32
5697;351,47;29,87;321,6;315;5;2778;588;33;8350;13;33
5698;302,88;41,45;261,43;115;4;197;242;22;16825;35;27
5699;371,22;11,63;359,59;351;2;213;780;20;8974;7;14
5700;90,93;37,04;53,89;47;4;3004;413;30;14987;30;17
5701;329,28;21,37;307,91;269;3;2342;472;5;5214;31;7
5702;325,43;17,64;307,79;96;1;3229;599;29;10613;27;14
5703;148,99;21,83;127,16;24;3;164;415;17;18042;19;1
5704;169,1;32,26;136,84;99;4;2735;235;26;6800;43;7
5705;142,84;19,78;123,06;142;4;1976;642;24;3799;18;7
5706;258,28;31,23;227,05;294;5;2088;702;28;9290;45;14
5707;219,19;23,9;195,29;53;5;1607;263;24;9410;22;18
5708;325,73;17,97;307,76;190;5;1071;915;29;8222;35;20
5709;388,86;23,76;365,1;321;5;1919;237;9;8311;17;28
5710;138,35;31,87;106,48;219;5;3140;250;27;3303;11;20
5711;265,82;25,51;240,31;295;4;1736;245;30;8966;18;10
5712;277,64;8,43;269,21;264;3;2518;252;11;8865;4;9
5713;230,38;40,82;189,56;365;3;3129;816;32;10833;36;21
5714;334,1;30,34;303,76;329;5;835;320;20;12058;30;14
5715;129,95;36,37;93,58;373;4;3169;89;17;19433;29;38
5716;196,95;17,36;179,59;72;5;3572;401;30;10932;21;24
5717;106,52;35,27;71,25;213;5;3414;889;11;6142;32;25
5718;197,81;10,6;187,21;305;5;2172;96;30;4184;9;6
5719;301,98;20,91;281,07;57;5;768;41;20;11216;31;21
5720;384,31;23,23;361,08;55;4;3427;239;13;17577;33;24
5721;116,35;37,97;78,38;240;5;2820;589;26;11973;17;9
5722;189;18,06;170,94;325;4;3594;263;31;6706;29;27
5723;172,51;13,02;159,49;56;1;3497;370;21;8055;11;22
5724;131,81;29,98;101,83;137;3;1767;711;31;14908;36;19
5725;242,05;40,07;201,98;45;1;30;400;27;18069;43;36
5726;101,3;32,61;68,69;106;5;2137;414;33;8287;2;16
5727;281,44;28,3;253,14;112;4;1585;644;32;17263;32;12
5728;275,81;40,85;234,96;46;5;1745;252;29;16891;4;23
5729;265,79;40,02;225,77;330;3;312;296;27;5037;35;39
5730;159,18;19,13;140,05;102;5;2313;608;29;13476;42;13
5731;138,01;34,08;103,93;92;4;3297;265;29;3087;31;35
5732;190,64;41,05;149,59;317;3;3386;663;27;9313;45;11
5733;374,57;34,46;340,11;177;4;3346;42;23;7836;12;22
5734;166,1;12,68;153,42;337;5;3644;744;25;10687;18;24
5735;107,41;14,4;93,01;337;5;2757;492;21;19532;18;21
5736;335,5;41,49;294,01;186;2;3292;690;31;6079;28;16
5737;187,76;15,64;172,12;33;4;3277;303;33;13299;30;35
5738;239,25;26,76;212,49;47;5;3237;633;29;12965;37;14
5739;161,19;8,75;152,44;371;5;2326;612;29;7324;8;16
5740;176,43;40,12;136,31;182;4;409;620;4;14200;4;16
5741;122;25,41;96,59;415;4;3143;82;29;14179;38;24
5742;388,15;37,6;350,55;57;4;1753;314;23;15779;7;19
5743;169,88;11,84;158,04;220;5;1550;240;30;11761;26;14
5744;113,74;27,17;86,57;319;2;2697;301;28;14693;8;18
5745;141,05;7,14;133,91;144;5;3476;423;1;12983;27;31
5746;327,15;21,28;305,87;333;2;1183;951;26;3603;3;17
5747;124,46;13,42;111,04;231;5;1963;238;20;6749;41;5
5748;95,2;25,63;69,57;327;2;2454;298;30;4451;16;32
5749;323,99;28,06;295,93;83;5;2110;511;30;15926;22;21
5750;166,36;19,04;147,32;273;5;1821;551;31;4910;43;35
5751;329,05;16,58;312,47;222;4;2864;241;25;349;13;25
5752;187,71;11,16;176,55;125;5;1860;474;20;16724;16;22
5753;238,83;10,03;228,8;233;3;2462;480;22;9570;12;34
5754;280,17;41,81;238,36;184;4;2427;264;28;6471;41;30
5755;174,88;21,15;153,73;146;5;2189;648;23;7152;47;13
5756;252,41;35,37;217,04;348;2;2142;707;23;18660;23;12
5757;349,32;24,68;324,64;37;3;2223;925;5;9867;8;30
5758;366,72;36,88;329,84;214;5;2200;634;31;4493;40;13
5759;208,94;34,4;174,54;323;4;669;816;22;4696;33;16
5760;328,47;28,45;300,02;118;5;3118;674;28;8442;22;39
5761;328,82;11,51;317,31;286;3;1001;801;21;16478;38;39
5762;149,34;25,12;124,22;85;5;3271;629;30;12935;11;16
5763;265,64;32,5;233,14;256;5;2986;648;22;14746;33;11
5764;354,71;27,72;326,99;317;4;1277;232;13;11514;10;11
5765;344,34;22,09;322,25;59;5;2473;270;20;17357;31;27
5766;323,53;9,23;314,3;327;5;3353;485;24;9282;26;6
5767;115,41;39,59;75,82;56;5;2234;453;29;8614;35;11
5768;228,97;7,45;221,52;41;4;3479;997;32;14262;3;30
5769;116,69;22,7;93,99;145;4;242;763;21;19862;32;21
5770;296,21;40,09;256,12;385;1;1496;517;26;7471;27;11
5771;126,25;21,11;105,14;344;5;3193;814;6;14614;41;14
5772;273,41;31,4;242,01;111;5;3041;662;19;9962;28;22
5773;171,84;7,1;164,74;385;5;1873;248;4;6848;31;11
5774;246,66;17,81;228,85;233;3;2590;593;5;8012;15;14
5775;103,52;20,66;82,86;121;5;2768;491;27;16303;29;13
5776;317,63;30,34;287,29;409;4;2743;465;24;11010;30;22
5777;296,6;38,61;257,99;311;5;3433;773;19;4512;44;8
5778;127,43;9,44;117,99;95;1;1355;467;23;11039;39;17
5779;329,94;19,62;310,32;236;5;298;124;27;8968;6;10
5780;290,54;32,68;257,86;358;4;1977;398;28;2451;25;18
5781;328,18;9,52;318,66;116;3;3540;584;23;13868;46;18
5782;303,46;24,96;278,5;176;4;92;628;12;7963;9;29
5783;286,62;17,66;268,96;401;5;3542;465;25;6321;12;14
5784;94,97;21,07;73,9;193;4;287;621;20;6482;7;14
5785;92,95;19,17;73,78;348;4;2883;582;33;10268;7;23
5786;235,25;28,87;206,38;123;5;3162;241;20;11516;13;21
5787;127,97;34,34;93,63;297;5;2413;424;14;9228;25;13
5788;365,36;29,95;335,41;357;2;3308;253;31;18859;32;39
5789;216,75;8,27;208,48;209;4;3183;581;2;13475;6;27
5790;282,25;23,99;258,26;322;2;23;600;29;16349;29;28
5791;359,65;27,03;332,62;186;2;1316;76;17;16306;1;29
5792;347,24;10,04;337,2;41;5;2368;539;31;9383;28;11
5793;229,44;19,33;210,11;302;4;1807;660;28;6690;47;21
5794;280,9;33,48;247,42;274;5;532;617;15;13124;10;21
5795;207,98;38,15;169,83;362;5;2839;315;23;9724;15;13
5796;160,98;27,62;133,36;258;5;2981;755;22;11089;28;1
5797;135,21;16,3;118,91;329;3;1147;665;20;13800;44;38
5798;278,48;40,27;238,21;97;5;3045;641;21;19443;10;37
5799;162,88;38,08;124,8;297;5;1666;881;24;10094;38;13
5800;126,36;34,23;92,13;142;4;1718;230;20;13967;22;21
5801;300,2;17,39;282,81;259;5;2368;619;24;16835;40;19
5802;173,23;12,95;160,28;103;4;690;507;32;10688;47;27
5803;97,35;32,85;64,5;79;4;3446;406;32;13486;28;9
5804;267,15;37,58;229,57;387;4;426;626;18;6207;12;39
5805;95,71;28,67;67,04;95;5;187;956;19;19894;23;12
5806;108,66;39,73;68,93;112;4;3482;598;16;9213;10;17
5807;96,01;24,53;71,48;296;2;3445;553;22;16207;35;16
5808;346,35;21,56;324,79;19;5;3093;580;22;11808;22;37
5809;321,61;18,25;303,36;186;5;2836;244;9;3348;35;39
5810;174,24;33,51;140,73;100;4;2689;584;28;18396;43;16
5811;304,4;35,88;268,52;329;5;2421;833;16;16847;37;16
5812;382,52;38,78;343,74;301;2;1713;787;16;10151;12;12
5813;289,61;9,09;280,52;334;4;686;662;26;16799;43;8
5814;283,09;37,7;245,39;226;3;1096;110;1;17600;4;12
5815;167,32;13,36;153,96;279;4;2445;958;31;5864;35;10
5816;185,96;11,68;174,28;110;5;2273;971;28;3863;29;35
5817;114,35;27,89;86,46;405;4;2910;585;22;16202;46;10
5818;226,49;26,25;200,24;312;4;482;583;33;7315;30;36
5819;354,16;16,13;338,03;135;2;1278;735;25;9104;43;21
5820;129,2;26,22;102,98;81;3;1843;625;28;19361;33;6
5821;352,28;12,24;340,04;184;5;1972;118;19;13394;43;8
5822;385,9;36,13;349,77;129;5;1793;287;33;14046;21;17
5823;249,23;14,2;235,03;407;4;3196;366;23;13583;28;36
5824;209,51;41,61;167,9;265;4;3587;953;22;13592;36;16
5825;124,85;22,22;102,63;149;4;3028;408;17;4461;28;37
5826;206,19;32,77;173,42;189;5;2119;255;28;8742;33;35
5827;290,13;17,06;273,07;204;5;1524;607;10;13936;13;23
5828;234,33;41,28;193,05;260;5;542;251;15;2753;20;24
5829;321,5;16,61;304,89;377;4;2382;637;22;4314;38;6
5830;325,61;41,01;284,6;133;3;2073;734;28;3801;34;23
5831;368,49;9,48;359,01;277;5;1403;22;31;6717;18;17
5832;295,87;32,56;263,31;224;5;2806;638;23;11375;28;28
5833;363,87;19,9;343,97;101;2;656;604;16;12151;37;23
5834;380,71;33,07;347,64;398;5;774;590;25;7233;41;10
5835;91,25;41,02;50,23;107;5;1965;592;27;9326;24;22
5836;251,67;12,94;238,73;230;5;1065;667;3;19563;35;34
5837;339,62;9,71;329,91;122;5;3370;623;31;19189;47;13
5838;285,06;11,99;273,07;36;5;1085;608;25;14365;42;23
5839;189,06;40,63;148,43;25;3;2498;638;13;15320;33;13
5840;243,28;9,66;233,62;92;5;2402;322;23;3564;3;17
5841;289,67;24;265,67;254;4;2858;242;24;15924;17;28
